Produto,Guerra,Guerra Produto + Classificação,"Concat(Produto,Variedade,Classificação)"
Produto,Guerra,Guerra Produto + Classificação,Produto_Variedade_Classificação
PÊSSEGO,205,205@349,PÊSSEGO_XIRIPA_CALIBRE_4
PÊSSEGO,205,205@262,PÊSSEGO_XIRIPA_CALIBRE_3
PÊSSEGO,205,205@261,PÊSSEGO_XIRIPA_CALIBRE_2
CAQUI,59,59@,CAQUI_IMP._ESPANHA_N/A
CEBOLA,821,821@1027,CEBOLA_IMP._CAIXA_3
CEBOLA,821,821@1029,CEBOLA_IMP._CAIXA_2
BETERRABA COM FOLHAS,619,619@618,BETERRABA_COM_FOLHAS_N/A_10_MAÇOS
COGUMELO,425,425@,COGUMELO_DIVERSOS_N/A
ABRÓTEA,1100,1100@1014,ABRÓTEA_N/A_G
ABRÓTEA,1100,1100@1018,ABRÓTEA_N/A_M
ABRÓTEA,1100,1100@1017,ABRÓTEA_N/A_P
PARU,1211,1211@,PARU_N/A_N/A
ABIU,15,15@,ABIU_N/A_N/A
PERA,169,169@116,PERA_RED_BARTLETT_IMP._80_A_100_FRUTOS
PERA,169,169@165,PERA_RED_BARTLETT_IMP._120_A_150_FRUTOS
UVA,242,242@199,UVA_BENITAKA_B
UVA,243,243@199,UVA_ITÁLIA_B
ATUM,1104,1104@1018,ATUM_N/A_M
CAVALA,1154,1154@,CAVALA_N/A_N/A
CROASSU,1170,1170@,CROASSU_N/A_N/A
PESCADA,1226,1226@,PESCADA_TORTINHA_N/A
UVA,231,231@,UVA_THOMPSON_IMP._N/A
SEMPRE-VIVA,977,977@,SEMPRE-VIVA_N/A_N/A
CAQUI,56,56@951,CAQUI_GIOMBO_EXTRA_5A_/_6A
CAQUI,56,56@950,CAQUI_GIOMBO_EXTRA_3A_/_4A
CAQUI,56,56@949,CAQUI_GIOMBO_EXTRA_1A/2A
LONGAN,113,113@,LONGAN_N/A_N/A
UVA,250,250@,UVA_IMPERIAL_IMP._N/A
ALFACE,676,676@1015,ALFACE_ROXA_18_UNIDADES
BRANQUINHA,910,910@,BRANQUINHA_N/A_N/A
MELÃO,143,143@,MELÃO_NET_MELON_N/A
PANGASIUS,1220,1220@,PANGASIUS_N/A_N/A
LICHIA,100,100@940,LICHIA_N/A_COM_RAMO
PERA,278,278@308,PERA_HOSUI_NACIONAL_12/15_FRUTOS
CASTANHA,62,62@,CASTANHA_IMP._N/A
PÊSSEGO,196,196@349,PÊSSEGO_NACIONAL_CALIBRE_4
PÊSSEGO,196,196@262,PÊSSEGO_NACIONAL_CALIBRE_3
PÊSSEGO,196,196@261,PÊSSEGO_NACIONAL_CALIBRE_2
UVA,232,232@199,UVA_BRASIL_B
UVA,239,239@199,UVA_RUBI_B
